Chromosome	Start	End	Gene	TPM	Length
chr15	61032980	61033372	RORA	0.31	392
chr15	61069405	61069723	VPS13C	0.33	318
chr15	61080919	61081132	VPS13C	0.33	213
chr15	61301782	61302060	VPS13C	0.33	278
chr15	61364890	61365237	VPS13C	0.33	347
chr15	61841592	61841811	VPS13C	0.33	219
chr15	62452752	62452998	TLN2	0.21	246
chr15	62453427	62453807	TLN2	0.21	380
chr15	62492902	62493343	TLN2	0.21	441
chr15	62512961	62513216	TLN2	0.21	255
chr15	62522958	62523197	TLN2	0.21	239
chr15	62545868	62546128	TLN2	0.21	260
chr15	62570175	62570450	TLN2	0.21	275
chr15	62606209	62606649	TLN2	0.21	440
chr15	62619537	62619790	TLN2	0.21	253
chr15	62844809	62845196	RAB8B	1.83	387
chr15	62848673	62848969	RAB8B	1.83	296
chr15	62850803	62851055	RAB8B	1.83	252
chr15	62897020	62897280	RAB8B	1.83	260
chr15	62928318	62929271	RAB8B	1.83	953
chr15	62940711	62941209	RAB8B	1.83	498
chr15	62978309	62978549	RAB8B	1.83	240
chr15	63013437	63013650	RAB8B	1.83	213
chr15	63068503	63068716	RAB8B	1.83	213
chr15	63107966	63108382	RAB8B	1.83	416
chr15	63264800	63265111	PPIB	34.81	311
chr15	63430874	63431194	PPIB	34.81	320
chr15	63576528	63576769	PPIB	34.81	241
chr15	63611171	63611602	PPIB	34.81	431
chr15	64010740	64011012	PPIB	34.81	272
chr15	64019845	64020132	PPIB	34.81	287
chr15	64288567	64288851	PPIB	34.81	284
chr15	64378520	64378814	PPIB	34.81	294
chr15	64521711	64522228	PPIB	34.81	517
chr15	64546525	64546762	PPIB	34.81	237
chr15	64864094	64864423	SPG21	3.30	329
chr15	64866193	64866406	SPG21	3.30	213
chr15	65323148	65323444	SPG21	3.30	296
chr15	65401314	65401527	RAB11A	1.78	213
chr15	65415055	65415478	RAB11A	1.78	423
chr15	66298809	66299075	RPL4	27.78	266
chr15	66405677	66405903	RPL4	27.78	226
chr15	66679731	66680195	RPL4	27.78	464
chr15	66716682	66717011	RPL4	27.78	329
chr15	66803239	66803579	RPL4	27.78	340
chr15	66834983	66835334	RPL4	27.78	351
chr15	66842127	66842473	RPL4	27.78	346
chr15	66883379	66883850	RPL4	27.78	471
chr15	67013665	67014050	AAGAB	1.72	385
chr15	67018437	67018830	AAGAB	1.72	393
chr15	67024317	67024761	AAGAB	1.72	444
chr15	67037750	67038019	AAGAB	1.72	269
chr15	67044296	67044682	AAGAB	1.72	386
chr15	67125601	67125840	AAGAB	1.72	239
chr15	67148365	67148642	AAGAB	1.72	277
chr15	67178655	67178911	AAGAB	1.72	256
chr15	67241243	67241547	AAGAB	1.72	304
chr15	67456874	67457087	AAGAB	1.72	213
chr15	67714384	67714685	AAGAB	1.72	301
chr15	67979338	67979689	AAGAB	1.72	351
chr15	68347398	68347751	ANP32A	3.66	353
chr15	68652121	68652445	ANP32A	3.66	324
chr15	68658174	68658528	ANP32A	3.66	354
chr15	68680138	68680412	ANP32A	3.66	274
chr15	68699448	68699732	ANP32A	3.66	284
chr15	68700541	68700842	ANP32A	3.66	301
chr15	68715321	68715560	ANP32A	3.66	239
chr15	68813061	68813296	ANP32A	3.66	235
chr15	68852487	68852761	ANP32A	3.66	274
chr15	68945871	68946171	ANP32A	3.66	300
chr15	68984181	68984473	RPLP1	49.60	292
chr15	69059092	69059333	RPLP1	49.60	241
chr15	69096256	69096548	RPLP1	49.60	292
chr15	69117433	69117821	RPLP1	49.60	388
chr15	69133545	69133891	RPLP1	49.60	346
chr15	69403636	69403929	RPLP1	49.60	293
chr15	69491069	69491282	RPLP1	49.60	213
chr15	69537944	69538255	RPLP1	49.60	311
chr15	69540579	69540988	RPLP1	49.60	409
chr15	69648276	69648655	RPLP1	49.60	379
chr15	69742985	69743564	RPLP1	49.60	579
chr15	69751513	69751898	RPLP1	49.60	385
chr15	69810445	69811138	RPLP1	49.60	693
chr15	69860965	69861337	RPLP1	49.60	372
chr15	69862565	69863033	RPLP1	49.60	468
chr15	69869959	69870531	RPLP1	49.60	572
chr15	69893857	69894138	RPLP1	49.60	281
chr15	69899704	69899959	RPLP1	49.60	255
chr15	69926076	69926364	RPLP1	49.60	288
chr15	69952071	69952297	RPLP1	49.60	226
chr15	69974352	69974667	RPLP1	49.60	315
chr15	70025774	70026023	RPLP1	49.60	249
chr15	70029405	70029618	RPLP1	49.60	213
chr15	70033628	70034041	RPLP1	49.60	413
chr15	70111312	70111630	RPLP1	49.60	318
chr15	70152112	70152342	RPLP1	49.60	230
chr15	70196595	70197018	RPLP1	49.60	423
chr15	70234532	70234837	RPLP1	49.60	305
chr15	70339980	70340438	RPLP1	49.60	458
chr15	70469701	70469979	LARP6	0.95	278
chr15	70475062	70475300	LARP6	0.95	238
chr15	70494893	70495219	LARP6	0.95	326
chr15	70687377	70687710	LARP6	0.95	333
chr15	70702028	70702455	LARP6	0.95	427
chr15	70742960	70743246	LARP6	0.95	286
chr15	70800072	70800285	LARP6	0.95	213
chr15	70825196	70825502	LARP6	0.95	306
chr15	70833962	70834223	LARP6	0.95	261
chr15	70867961	70868174	LARP6	0.95	213
chr15	71083530	71083808	LARP6	0.95	278
chr15	71254566	71254810	LARP6	0.95	244
chr15	71261981	71262388	LARP6	0.95	407
chr15	71272999	71273285	LARP6	0.95	286
chr15	71279106	71279362	LARP6	0.95	256
chr15	71357468	71357821	LARP6	0.95	353
chr15	71364091	71364634	LARP6	0.95	543
chr15	71579192	71579422	LARP6	0.95	230
chr15	71611467	71611716	LARP6	0.95	249
chr15	71612235	71612766	LARP6	0.95	531
chr15	71648113	71648435	LARP6	0.95	322
chr15	71660531	71660868	LARP6	0.95	337
chr15	71677685	71678082	LARP6	0.95	397
chr15	71706685	71706964	LARP6	0.95	279
chr15	71805178	71805517	PKM	79.67	339
chr15	73696928	73697403	LOXL1	2.78	475
chr15	73959112	73959517	PML	0.40	405
chr15	74156991	74157274	PML	0.40	283
chr15	74161995	74162208	PML	0.40	213
chr15	74196138	74196519	PML	0.40	381
chr15	75043457	75043922	PPCDC	0.32	465
chr15	75051182	75051703	PPCDC	0.32	521
chr15	75065524	75065932	PPCDC	0.32	408
chr15	75104864	75105120	PPCDC	0.32	256
chr15	75177570	75177872	PPCDC	0.32	302
chr15	75666698	75667103	IMP3	4.33	405
chr15	75672698	75673186	IMP3	4.33	488
chr15	75694393	75694668	IMP3	4.33	275
chr15	76161790	76162042	ETFA	4.83	252
chr15	76206717	76206930	ETFA	4.83	213
chr15	76787344	76787557	ETFA	4.83	213
chr15	77060601	77060836	TSPAN3	12.33	235
chr15	77082070	77082309	TSPAN3	12.33	239
chr15	77144583	77144972	TSPAN3	12.33	389
chr15	77810244	77810650	LINGO1	0.01	406
chr15	77874131	77874382	PSMA4	9.90	251
chr15	78059541	78059807	PSMA4	9.90	266
chr15	78067390	78067725	PSMA4	9.90	335
chr15	78204957	78205335	PSMA4	9.90	378
chr15	78206698	78206993	PSMA4	9.90	295
chr15	78212661	78212974	PSMA4	9.90	313
chr15	78860464	78860754	MORF4L1	11.53	290
chr15	79004502	79004715	MORF4L1	11.53	213
chr15	79602864	79603089	TMED3	4.03	225
chr15	80033200	80033848	ZFAND6	4.42	648
chr15	80182817	80183187	ZFAND6	4.42	370
chr15	80461811	80462024	ABHD17C	0.14	213
chr15	80480996	80481209	ABHD17C	0.14	213
chr15	80494365	80494715	ABHD17C	0.14	350
chr15	80967537	80967780	ABHD17C	0.14	243
chr15	81419314	81419765	MEX3B	0.63	451
chr15	81473929	81474208	MEX3B	0.63	279
chr15	81475489	81475842	MEX3B	0.63	353
chr15	81480779	81480992	MEX3B	0.63	213
chr15	81492443	81492798	MEX3B	0.63	355
chr15	81548867	81549109	MEX3B	0.63	242
chr15	81575610	81576096	MEX3B	0.63	486
chr15	81589440	81589764	MEX3B	0.63	324
chr15	81729431	81729773	MEX3B	0.63	342
chr15	81752479	81752906	MEX3B	0.63	427
chr15	81807236	81807528	MEX3B	0.63	292
chr15	81807857	81808123	MEX3B	0.63	266
chr15	82022015	82022414	MEX3B	0.63	399
chr15	82067452	82067820	MEX3B	0.63	368
chr15	82129839	82130099	MEX3B	0.63	260
chr15	82198025	82198313	MEX3B	0.63	288
chr15	82895018	82895608	BTBD1	2.48	590
chr15	83320529	83320765	SH3GL3	0.02	236
chr15	83869422	83869671	GOLGA2P7	0.10	249
chr15	83904219	83904550	GOLGA2P7	0.10	331
chr15	84809980	84810290	SEC11A	10.90	310
chr15	84930031	84930308	SEC11A	10.90	277
chr15	85177240	85177470	SEC11A	10.90	230
chr15	85330211	85330497	KLHL25	0.30	286
chr15	85335664	85335894	KLHL25	0.30	230
chr15	85354388	85354799	KLHL25	0.30	411
chr15	85500729	85501082	KLHL25	0.30	353
chr15	85886299	85886805	KLHL25	0.30	506
chr15	86183801	86184096	KLHL25	0.30	295
chr15	86189230	86189712	KLHL25	0.30	482
chr15	86608566	86608803	KLHL25	0.30	237
chr15	86624703	86625067	KLHL25	0.30	364
chr15	87723009	87723594	NTRK3	0.01	585
chr15	87752472	87752879	NTRK3	0.01	407
chr15	88127408	88127738	NTRK3	0.01	330
chr15	88400234	88400447	AEN	2.06	213
chr15	88435634	88435927	AEN	2.06	293
chr15	88484779	88485079	AEN	2.06	300
chr15	88776708	88776930	AEN	2.06	222
chr15	88794064	88794350	AEN	2.06	286
chr15	88918817	88919131	AEN	2.06	314
chr15	89143869	89144156	AEN	2.06	287
chr15	90143390	90143603	NGRN	4.97	213
chr15	90280110	90280493	NGRN	4.97	383
chr15	90400949	90401171	NGRN	4.97	222
chr15	90402336	90402681	NGRN	4.97	345
chr15	90818435	90818926	NGRN	4.97	491
chr15	90836364	90836639	NGRN	4.97	275
chr15	90915209	90915544	NGRN	4.97	335
chr15	91075657	91075942	NGRN	4.97	285
chr15	92197763	92198069	FAM174B	0.22	306
chr15	92538187	92538417	FAM174B	0.22	230
chr15	92541179	92541640	FAM174B	0.22	461
chr15	92617510	92617915	FAM174B	0.22	405
chr15	92623362	92623817	FAM174B	0.22	455
chr15	92638246	92638550	FAM174B	0.22	304
chr15	92666801	92667042	FAM174B	0.22	241
chr15	92681425	92681664	FAM174B	0.22	239
chr15	92801434	92801705	CHD2	0.41	271
chr15	92831688	92832142	CHD2	0.41	454
chr15	92839798	92840091	CHD2	0.41	293
chr15	92917905	92918150	CHD2	0.41	245
chr15	93037421	93037837	CHD2	0.41	416
chr15	93138764	93138977	CHD2	0.41	213
chr15	93274341	93274669	CHD2	0.41	328
chr15	93359796	93360143	CHD2	0.41	347
chr15	93382366	93382743	CHD2	0.41	377
chr15	93520215	93520554	CHD2	0.41	339
chr15	93553228	93553535	CHD2	0.41	307
chr15	93566790	93567065	CHD2	0.41	275
chr15	93865632	93865972	CHD2	0.41	340
chr15	93942266	93942524	RGMA	0.26	258
chr15	93980213	93980557	RGMA	0.26	344
chr15	94070398	94070748	RGMA	0.26	350
chr15	94177306	94177557	.	.	251
chr15	94443229	94443580	.	.	351
chr15	94672062	94672527	.	.	465
chr15	94685969	94686185	.	.	216
chr15	95084992	95085336	.	.	344
chr15	95226871	95227221	.	.	350
chr15	95247125	95247452	.	.	327
chr15	95259594	95259843	.	.	249
chr15	95260015	95260380	.	.	365
chr15	95284993	95285256	.	.	263
chr15	95287886	95288099	.	.	213
chr15	95292874	95293266	.	.	392
chr15	95296739	95297152	.	.	413
chr15	95304275	95304797	.	.	522
chr15	95471407	95471755	.	.	348
chr15	95698299	95698534	.	.	235
chr15	95825785	95826071	NR2F2	0.47	286
chr15	95911939	95912420	NR2F2	0.47	481
chr15	95931018	95931456	NR2F2	0.47	438
chr15	95948371	95948692	NR2F2	0.47	321
chr15	96036592	96037052	NR2F2	0.47	460
chr15	96053834	96054125	NR2F2	0.47	291
chr15	96265011	96265309	NR2F2	0.47	298
chr15	96285330	96285568	NR2F2	0.47	238
chr15	96421151	96421628	.	.	477
chr15	96428785	96429133	.	.	348
chr15	96448966	96449242	.	.	276
chr15	96625308	96625589	.	.	281
chr15	96970466	96970899	.	.	433
chr15	97078587	97078940	.	.	353
chr15	97692665	97693066	.	.	401
chr15	97916968	97917211	ARRDC4	0.83	243
chr15	98039677	98039961	ARRDC4	0.83	284
chr15	98123899	98124200	ARRDC4	0.83	301
chr15	98143137	98143367	ARRDC4	0.83	230
chr15	98580736	98580962	TTC23	0.55	226
chr15	98700580	98700835	TTC23	0.55	255
chr15	98718474	98718860	TTC23	0.55	386
chr15	98727647	98727938	TTC23	0.55	291
chr15	98776808	98777187	TTC23	0.55	379
chr15	98800701	98800950	TTC23	0.55	249
chr15	98896863	98897205	TTC23	0.55	342
chr15	98915336	98915769	TTC23	0.55	433
chr15	99123738	99124224	TTC23	0.55	486
chr15	99306158	99306448	TTC23	0.55	290
chr15	99447764	99448059	TTC23	0.55	295
chr15	99507640	99507933	TTC23	0.55	293
chr15	99511990	99512369	TTC23	0.55	379
chr15	99717194	99717778	TTC23	0.55	584
chr15	99718484	99718862	TTC23	0.55	378
chr15	99976790	99977187	ASB7	1.01	397
chr15	99983482	99983707	ASB7	1.01	225
chr15	99986735	99987019	ASB7	1.01	284
chr15	100116461	100116688	ASB7	1.01	227
chr15	100131603	100131853	ASB7	1.01	250
chr15	100307341	100307844	ASB7	1.01	503
chr15	100400995	100401306	ASB7	1.01	311
chr15	100685976	100686195	CHSY1	3.16	219
chr15	100707332	100707691	CHSY1	3.16	359
chr15	100713409	100713729	CHSY1	3.16	320
chr15	100733175	100733473	CHSY1	3.16	298
chr15	100740102	100740377	CHSY1	3.16	275
chr15	100766311	100766524	CHSY1	3.16	213
chr15	100863735	100864172	CHSY1	3.16	437
chr15	101069341	101069607	CHSY1	3.16	266
chr15	101070823	101071086	CHSY1	3.16	263
chr15	101127560	101127979	CHSY1	3.16	419
chr15	101156477	101156960	CHSY1	3.16	483
chr15	101178677	101178925	CHSY1	3.16	248
chr15	101183640	101183951	CHSY1	3.16	311
chr15	101326496	101326882	CHSY1	3.16	386
chr15	101358923	101359344	CHSY1	3.16	421
chr15	101451269	101451735	CHSY1	3.16	466
chr15	101499986	101500325	CHSY1	3.16	339
chr15	101558257	101558473	CHSY1	3.16	216
chr16	96989	97274	SNRNP25	4.29	285
chr16	440594	440995	NME4	5.54	401
chr16	839921	840368	SOX8	6.57	447
chr16	867787	868029	SOX8	6.57	242
chr16	890330	890545	SOX8	6.57	215
chr16	912552	913254	SOX8	6.57	702
chr16	1053166	1053561	SOX8	6.57	395
chr16	1054637	1055005	SOX8	6.57	368
chr16	1088139	1088485	SOX8	6.57	346
chr16	1271837	1272209	MRPS34	6.93	372
chr16	1342649	1342994	MRPS34	6.93	345
chr16	1374683	1375031	MRPS34	6.93	348
chr16	1592636	1593026	MRPS34	6.93	390
chr16	1646003	1646243	MRPS34	6.93	240
chr16	1722183	1722472	RPS2	121.55	289
chr16	2003940	2004173	RPS2	121.55	233
chr16	2039521	2039876	RPS2	121.55	355
chr16	2040803	2041084	RPS2	121.55	281
chr16	2388867	2389171	RNPS1	9.86	304
chr16	2693002	2693304	TNFRSF12A	6.23	302
chr16	3121755	3122222	IL32	8.15	467
chr16	3127786	3128024	IL32	8.15	238
chr16	3150573	3150905	IL32	8.15	332
chr16	3152769	3153094	IL32	8.15	325
chr16	3157242	3157604	IL32	8.15	362
chr16	3182545	3182827	IL32	8.15	282
chr16	3646336	3646549	IL32	8.15	213
chr16	3902784	3903121	IL32	8.15	337
chr16	3939388	3939692	IL32	8.15	304
chr16	3980672	3980897	IL32	8.15	225
chr16	3998990	3999283	IL32	8.15	293
chr16	3999597	3999810	IL32	8.15	213
chr16	4018458	4018729	IL32	8.15	271
chr16	4053309	4053729	IL32	8.15	420
chr16	4081089	4081368	PAM16	3.84	279
chr16	4208518	4208778	PAM16	3.84	260
chr16	4293910	4294269	PAM16	3.84	359
chr16	4409152	4409535	NUDT16L1	4.75	383
chr16	4410678	4411098	NUDT16L1	4.75	420
chr16	4451006	4451576	NUDT16L1	4.75	570
chr16	4529448	4529694	NUDT16L1	4.75	246
chr16	4593120	4593454	NUDT16L1	4.75	334
chr16	4715130	4715347	NUDT16L1	4.75	217
chr16	4908896	4909121	NUDT16L1	4.75	225
chr16	4943290	4943589	NUDT16L1	4.75	299
chr16	4944724	4945158	NUDT16L1	4.75	434
chr16	5206573	5207006	NUDT16L1	4.75	433
chr16	5212671	5213071	NUDT16L1	4.75	400
chr16	5215880	5216187	NUDT16L1	4.75	307
chr16	7083136	7083486	RBFOX1	0.24	350
chr16	7090842	7091079	RBFOX1	0.24	237
chr16	7227361	7227780	RBFOX1	0.24	419
chr16	7334867	7335207	RBFOX1	0.24	340
chr16	7343423	7343641	RBFOX1	0.24	218
chr16	7345272	7345750	RBFOX1	0.24	478
chr16	7352124	7352372	RBFOX1	0.24	248
chr16	7363407	7363770	RBFOX1	0.24	363
chr16	7405259	7405522	RBFOX1	0.24	263
chr16	7602543	7602756	RBFOX1	0.24	213
chr16	8310411	8310633	.	.	222
chr16	8716628	8716926	CARHSP1	5.05	298
chr16	8884657	8884976	CARHSP1	5.05	319
chr16	9761917	9762238	C16orf72	1.89	321
chr16	9794413	9794655	C16orf72	1.89	242
chr16	9797409	9797623	C16orf72	1.89	214
chr16	10067942	10068216	C16orf72	1.89	274
chr16	10539385	10539627	RMI2	1.89	242
chr16	11109613	11109961	RMI2	1.89	348
chr16	11133417	11133674	RMI2	1.89	257
chr16	11139404	11139676	RMI2	1.89	272
chr16	11152297	11152674	RMI2	1.89	377
chr16	11497419	11497800	GSPT1	2.27	381
chr16	11562468	11562759	GSPT1	2.27	291
chr16	11603354	11603693	GSPT1	2.27	339
chr16	11682321	11682722	GSPT1	2.27	401
chr16	11782926	11783161	GSPT1	2.27	235
chr16	11835841	11836266	GSPT1	2.27	425
chr16	12120537	12120860	GSPT1	2.27	323
chr16	12178288	12178657	GSPT1	2.27	369
chr16	12188452	12188810	GSPT1	2.27	358
chr16	12189361	12189582	GSPT1	2.27	221
chr16	12265096	12265605	GSPT1	2.27	509
chr16	12495670	12495898	GSPT1	2.27	228
chr16	12543235	12543737	GSPT1	2.27	502
chr16	12672996	12673811	GSPT1	2.27	815
chr16	12971259	12971504	ERCC4	0.50	245
chr16	13000665	13000940	ERCC4	0.50	275
chr16	13112738	13113021	ERCC4	0.50	283
chr16	13307275	13307583	ERCC4	0.50	308
chr16	13402683	13402932	ERCC4	0.50	249
chr16	13453420	13453687	ERCC4	0.50	267
chr16	13781658	13781886	ERCC4	0.50	228
chr16	13829747	13830264	ERCC4	0.50	517
chr16	13957414	13957991	ERCC4	0.50	577
chr16	13997862	13998153	ERCC4	0.50	291
chr16	14268831	14269111	PARN	1.08	280
chr16	14285840	14286514	PARN	1.08	674
chr16	14399081	14399297	PARN	1.08	216
chr16	14436609	14437092	PARN	1.08	483
chr16	14501508	14501977	PARN	1.08	469
chr16	15017206	15017480	NOMO1	3.43	274
chr16	15510060	15510655	NDE1	1.24	595
chr16	15518382	15518645	NDE1	1.24	263
chr16	15529706	15530057	NDE1	1.24	351
chr16	15562726	15562962	NDE1	1.24	236
chr16	15598132	15598413	NDE1	1.24	281
chr16	15811818	15812405	NDE1	1.24	587
chr16	16014888	16015178	NDE1	1.24	290
chr16	16021981	16022367	NDE1	1.24	386
chr16	16042102	16042392	NDE1	1.24	290
chr16	16074382	16074613	NDE1	1.24	231
chr16	19005601	19005912	GDE1	4.35	311
chr16	19102212	19102785	GDE1	4.35	573
chr16	19771788	19772105	GDE1	4.35	317
chr16	19831668	19831902	GDE1	4.35	234
chr16	19845327	19845564	GDE1	4.35	237
chr16	20647819	20648054	.	.	235
chr16	21511358	21511606	UQCRC2	10.28	248
chr16	22195605	22196018	UQCRC2	10.28	413
chr16	22397626	22397896	SMG1P1	0.58	270
chr16	23119672	23119979	GGA2	1.49	307
chr16	23131862	23132169	GGA2	1.49	307
chr16	23279788	23280103	GGA2	1.49	315
chr16	23408516	23408832	NDUFAB1	10.29	316
chr16	23504369	23505094	NDUFAB1	10.29	725
chr16	24701038	24701251	LCMT1	2.12	213
chr16	26078926	26079412	ZKSCAN2	0.35	486
chr16	26118598	26118955	ZKSCAN2	0.35	357
chr16	27188879	27189339	NSMCE1	3.25	460
chr16	27189640	27189946	NSMCE1	3.25	306
chr16	27242870	27243377	NSMCE1	3.25	507
chr16	27330720	27330941	NSMCE1	3.25	221
chr16	27367900	27368144	NSMCE1	3.25	244
chr16	27430995	27431346	NSMCE1	3.25	351
chr16	27461819	27462135	NSMCE1	3.25	316
chr16	27685889	27686102	XPO6	1.79	213
chr16	28863351	28863717	EIF3CL	6.10	366
chr16	29169023	29169238	EIF3CL	6.10	215
chr16	29604773	29605007	BOLA2B	6.48	234
chr16	29694415	29694971	BOLA2B	6.48	556
chr16	30941809	30942022	FUS	6.45	213
chr16	46602595	46602840	DNAJA2	2.39	245
chr16	46650242	46650632	DNAJA2	2.39	390
chr16	46746979	46747352	DNAJA2	2.39	373
chr16	48536245	48536661	SIAH1	1.00	416
chr16	49357196	49357416	N4BP1	0.38	220
chr16	49556894	49557294	ZNF423	0.03	400
chr16	49564972	49565272	ZNF423	0.03	300
chr16	50259345	50259743	CNEP1R1	0.98	398
chr16	51839850	51840373	SALL1	0.04	523
chr16	51876955	51877201	SALL1	0.04	246
chr16	52318620	52318919	TOX3	0.12	299
chr16	52451005	52451231	TOX3	0.12	226
chr16	52467149	52467370	TOX3	0.12	221
chr16	52497152	52497559	TOX3	0.12	407
chr16	52563826	52564138	TOX3	0.12	312
chr16	53266267	53266496	RBL2	0.65	229
chr16	53529616	53529829	FTO	0.92	213
chr16	54654390	54654654	FTO	0.92	264
chr16	55146903	55147147	IRX6	0.14	244
chr16	55401066	55401462	MMP2	0.71	396
chr16	55406604	55406994	MMP2	0.71	390
chr16	55662013	55662226	MMP2	0.71	213
chr16	56715172	56715510	MT2A	7.74	338
chr16	56910775	56911111	ARL2BP	2.98	336
chr16	56912110	56912412	ARL2BP	2.98	302
chr16	56945179	56945504	ARL2BP	2.98	325
chr16	57299873	57300173	POLR2C	4.65	300
chr16	57300389	57300723	POLR2C	4.65	334
chr16	57816426	57816712	POLR2C	4.65	286
chr16	59210869	59211329	.	.	460
chr16	60060766	60061008	.	.	242
chr16	61024278	61024516	.	.	238
chr16	64132859	64133072	.	.	213
chr16	64152096	64152364	.	.	268
chr16	64206925	64207260	.	.	335
chr16	64434647	64434953	.	.	306
chr16	64475851	64476315	.	.	464
chr16	64615558	64615953	.	.	395
chr16	64864240	64864543	.	.	303
chr16	64865163	64865420	.	.	257
chr16	64870890	64871250	.	.	360
chr16	64910430	64910704	.	.	274
chr16	65002249	65002505	.	.	256
chr16	65136586	65136946	.	.	360
chr16	65196072	65196305	.	.	233
chr16	65309336	65309658	.	.	322
chr16	65463906	65464300	.	.	394
chr16	65752003	65752255	.	.	252
chr16	65755131	65755671	.	.	540
chr16	65767134	65767405	.	.	271
chr16	65950068	65950586	.	.	518
chr16	65994316	65994609	.	.	293
chr16	66070587	66070919	.	.	332
chr16	66212535	66212750	.	.	215
chr16	66220848	66221130	.	.	282
chr16	66251018	66251313	.	.	295
chr16	66327008	66327383	NAE1	1.64	375
chr16	66335794	66336049	NAE1	1.64	255
chr16	66470693	66470946	NAE1	1.64	253
chr16	67399979	67400260	CBFB	2.32	281
chr16	68069620	68069893	NUTF2	3.01	273
chr16	68275716	68275929	NUTF2	3.01	213
chr16	68299080	68299424	NUTF2	3.01	344
chr16	68707382	68707751	NIP7	1.81	369
chr16	68786658	68786952	NIP7	1.81	294
chr16	69482651	69482915	NQO1	1.93	264
chr16	70428108	70428556	SF3B3	2.03	448
chr16	70658015	70658315	SF3B3	2.03	300
chr16	70700714	70700990	SF3B3	2.03	276
chr16	70735716	70736075	SF3B3	2.03	359
chr16	70778954	70779302	SF3B3	2.03	348
chr16	71255673	71256174	CMTR2	0.74	501
chr16	71927840	71928146	AP1G1	1.69	306
chr16	72961068	72961452	ZFHX3	0.08	384
chr16	73020424	73020717	ZFHX3	0.08	293
chr16	73069078	73069362	ZFHX3	0.08	284
chr16	73347511	73347782	.	.	271
chr16	73364888	73365362	.	.	474
chr16	73483475	73483821	.	.	346
chr16	73568714	73569038	.	.	324
chr16	73572278	73572595	.	.	317
chr16	73605303	73605606	.	.	303
chr16	73615247	73615536	.	.	289
chr16	75087215	75087624	RFWD3	0.84	409
chr16	75140459	75140672	RFWD3	0.84	213
chr16	75486162	75486386	GABARAPL2	4.47	224
chr16	75938824	75939066	GABARAPL2	4.47	242
chr16	76947852	76948121	MON1B	0.30	269
chr16	78118641	78118962	WWOX	0.26	321
chr16	78127087	78127414	WWOX	0.26	327
chr16	78405729	78406011	WWOX	0.26	282
chr16	78628671	78628927	WWOX	0.26	256
chr16	78640966	78641237	WWOX	0.26	271
chr16	78683973	78684539	WWOX	0.26	566
chr16	78704004	78704260	WWOX	0.26	256
chr16	78748410	78748999	WWOX	0.26	589
chr16	78930626	78930956	WWOX	0.26	330
chr16	78957309	78957564	WWOX	0.26	255
chr16	78972929	78973311	WWOX	0.26	382
chr16	78990423	78990636	WWOX	0.26	213
chr16	79172072	79172337	WWOX	0.26	265
chr16	79634463	79634706	MAF	0.29	243
chr16	79640962	79641333	MAF	0.29	371
chr16	79656610	79657060	MAF	0.29	450
chr16	79672582	79672871	MAF	0.29	289
chr16	79678173	79678451	MAF	0.29	278
chr16	79690697	79691415	MAF	0.29	718
chr16	79698223	79698692	MAF	0.29	469
chr16	79792792	79793176	MAF	0.29	384
chr16	80027119	80027409	MAF	0.29	290
chr16	80122206	80122531	MAF	0.29	325
chr16	80147356	80147708	MAF	0.29	352
chr16	80197723	80197993	MAF	0.29	270
chr16	80300921	80301204	MAF	0.29	283
chr16	80375961	80376275	MAF	0.29	314
chr16	81526971	81527198	CMC2	2.70	227
chr16	81539196	81539436	CMC2	2.70	240
chr16	81649640	81650014	CMC2	2.70	374
chr16	81680722	81681199	CMC2	2.70	477
chr16	82470648	82471096	.	.	448
chr16	82525005	82525241	.	.	236
chr16	82633888	82634370	CDH13	1.53	482
chr16	82643193	82643406	CDH13	1.53	213
chr16	82653928	82654202	CDH13	1.53	274
chr16	82660222	82660606	CDH13	1.53	384
chr16	82726417	82726678	CDH13	1.53	261
chr16	82858185	82858398	CDH13	1.53	213
chr16	83110288	83110501	CDH13	1.53	213
chr16	83143777	83144041	CDH13	1.53	264
chr16	83211888	83212153	CDH13	1.53	265
chr16	83705869	83706211	CDH13	1.53	342
chr16	83715261	83715533	CDH13	1.53	272
chr16	83732588	83732933	CDH13	1.53	345
chr16	83814264	83814526	HSBP1	1.39	262
chr16	83827184	83827477	HSBP1	1.39	293
chr16	84459907	84460125	USP10	1.34	218
chr16	84851360	84851639	COX4I1	15.23	279
chr16	84864611	84864824	COX4I1	15.23	213
chr16	84869136	84869383	COX4I1	15.23	247
chr16	84922705	84923278	COX4I1	15.23	573
chr16	85124674	85125129	COX4I1	15.23	455
chr16	85126695	85127070	COX4I1	15.23	375
chr16	85147357	85147788	COX4I1	15.23	431
chr16	85152674	85152959	COX4I1	15.23	285
chr16	85220196	85220665	COX4I1	15.23	469
chr16	85354878	85355282	COX4I1	15.23	404
chr16	85360393	85360828	COX4I1	15.23	435
chr16	85448783	85449388	COX4I1	15.23	605
chr16	85474278	85474520	COX4I1	15.23	242
chr16	85498750	85498963	COX4I1	15.23	213
chr16	85525111	85525480	COX4I1	15.23	369
chr16	85569635	85570010	COX4I1	15.23	375
chr16	85586466	85586706	COX4I1	15.23	240
chr16	85715368	85715678	COX4I1	15.23	310
chr16	86049030	86049250	COX4I1	15.23	220
chr16	86157670	86158000	COX4I1	15.23	330
chr16	86205903	86206137	COX4I1	15.23	234
